Handle,Title,Body HTML,Type,Tags,Status,Published,URL,Custom Collections,Smart Collections,Image Src,Image Alt Text,Option1 Name,Variant Image,Variant Price,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: custom.how_to_use [multi_line_text_field],Metafield: custom.ingredients [multi_line_text_field],Metafield: custom.essences_inside_pictures [list.file_reference],Metafield: custom.essences_inside_names [list.single_line_text_field],Metafield: custom.essences_inside_descriptors [list.single_line_text_field],Metafield: custom.summary_blurb [multi_line_text_field],Metafield: custom.smells_like [multi_line_text_field],Metafield: judgeme.widget [string]
Bamboo Flower Elixir,Bamboo Flower Elixir,"A more feminine counterpart to the vivacious Bamboo Shoot essence, the rare Bamboo flower blooms every few decades. Soft and delicate, it teaches us how to release control and deepen into trust with a soft, steady presence. Rather than forcing or manipulating anything, we make an impact with continual gentle effort. Working with the natural energies of wind and water (feng shui), we allow effortless action. We remain nourished in the present moment.",,SEARCHANISE_IGNORE,Active,True,https://www.lotuswei.com/products/bamboo-flower-elixir,,"low-stock-products-all-products, elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/BambooFlower-Elixir_flower.jpg?v=1737829070,,Title,,$45,,,"Enjoy 5 drops, 5 times each day, sublingually or added to beverages. Or, put a dropperful in your water bottle each morning and drink throughout the day, until the bottle is finished.","Purified water (Aqua), Ethically-Sourced Honey, *Vitis vinifera (grape) alcohol, Bambusa vulgaris (Bamboo) flower essence, Achillea millefolium (Yarrow) flower essence and Nelumba nucifera (Lotus) flower essence.
*Certified Organic","bamboo_flower_500_x_500.png, Yarrow-500x500_0d005a01-aff3-46ae-826a-8513445baf7d.png, Pink_Lotus-500x500_0806ddce-005a-411a-a09d-968dca40a8bd.png","[""Bamboo Flower"",""White Yarrow"",""Pink Lotus""]","[""Soft Steadiness"",""Vitality"",""Wisdom""]","Hello, flower lover! This link is exclusively for Flowerevolution members subscribed in February 2025. 

If you're not part of the program, please avoid using this link. Should you have any questions, feel free to reach out to us at flowerevolution@lotuswei.com – we're happy to assist you!",,Customer Reviews Be the first to write a review Write a review 0% (0) 0% (0) 0% (0) 0% (0) 0% (0)
2025 Head of the Snake Planner & Journal,2025 Head of the Snake Planner & Journal,"A beautiful 6-month journal & planner to help you organize your priorities, deepen your awareness of flower essence-inspired insights and catalyze your greatest impact. This Wood Snake year is all about growth, expansion, healing & transformation. This 6-month planner & journal will be your companion for the head of the Wood Snake year: January 29, 2025 - August 2, 2025 Snake year is a time to tap into your inner wisdom, and when needed, shed skins into a whole new iteration of yourself. A time of abundance, this year will require us to be selective about opportunities that come our way. Take advantage of the wood element by taking big leaps.",Books,Education,Active,True,https://www.lotuswei.com/products/head-of-the-snake-planner-journal,all,"education, elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/1_ffcd575a-a158-4c66-bf4c-ba3c5a8177e8.png?v=1736273054,,Title,,$27,,"A beautiful 6-month planner calendar, centered around the lessons of the flowers featured in our monthly Flowerevolution program!  Includes reflection questions that elicit self-arising insights, guidance on living in tune with the Lunar Cycle, space for intention setting & reflections and more!",,,,,,,,"Customer Reviews Based on 6 reviews Write a review 83% (5) 17% (1) 0% (0) 0% (0) 0% (0) z zelda Fabulous Journal/ Calendar! Really Beautiful!! ...with lots of room to write, plan, reflect.  I highly recommend getting this or other journal/ calendars like this one!  Some information in here as well. So glad to hear you are enjoying the planner! Happy writing and reflecting! A Anonymous Love it!! Love the prompts, moon cycle tracking! So glad you love it! Enjoy the journey! L LInda R. Beautiful Planner and Journal I enjoyed looking through this with all the beautiful flowers.  I am just starting to use it and needed something like this to get me going.  I have always hesitated on journaling because I wanted it to look and read perfectly. The only reason for 4 Stars, was there were a few places that had a small slice and a torn section in the middle of the page.  Must have been during the manufacturing phase.  I still love it and this will help me get through the ""perfectionism"".  I highly recommend this exquisite journal. Thank you so much for your thoughtful review! We’re so happy you’re enjoying the planner and that it’s helping you ease into journaling. That means a lot to us! We’re truly sorry about the damaged pages—this shouldn’t have slipped past us. We appreciate you bringing it to our attention so we can look into it and ensure this doesn’t happen again. Thanks again for your support—we’re grateful for you! C CMT Beautiful I have always wanted to do regular journaling but struggled and this has been such a help!  I bought this planner for that purpose and love it.  It is beautiful, truly exquisite.  I keep it by my bed and it feels so nourishing and joyful to touch in with myself each morning and night with this journal. I am using it to record reflections, physical patterns, track my cycle, dreams, aspirations, joy.  It is the yin counterpart to my yang calendar of scheduled events, jam packed full of commitments.   The open pages and space for me is the perfect balance and reminder to keep this balance as I navigate my busy life. So glad it’s bringing you balance and joy! S Sara Best addition to my life I have been using this planner every night since the Year of the Snake began and it has been so helpful for me to get a birds eye and bugs eye of what is going on in my life. I love the way that it looks and feels and it inspires me to go back and review the past few days and weeks and things that it makes it really easy to see my progress and the transformation in my life! Incredible to hear it’s helping you reflect and transform! A Annie My favorite Journal!! Everything about this journal is amazing: The images are beautiful, and the weight of the pages can hold my deepest fears, my most joyful moments, and whatever my heart is open to receive. So happy you're enjoying it! We loved creating it!"
2025 Head of the Snake Planner & Journal,2025 Head of the Snake Planner & Journal,,Books,Education,Active,True,https://www.lotuswei.com/products/head-of-the-snake-planner-journal,all,"education, elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/2_04761f29-96be-447d-89b1-1e48d6b213bf.png?v=1736273054,,,,,,,,,,,,,,
2025 Head of the Snake Planner & Journal,2025 Head of the Snake Planner & Journal,,Books,Education,Active,True,https://www.lotuswei.com/products/head-of-the-snake-planner-journal,all,"education, elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/3_1aaf9ad2-ea3b-4335-b7f9-466143d6b273.png?v=1736273054,,,,,,,,,,,,,,
2025 Head of the Snake Planner & Journal,2025 Head of the Snake Planner & Journal,,Books,Education,Active,True,https://www.lotuswei.com/products/head-of-the-snake-planner-journal,all,"education, elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/4_43507841-d94c-41ad-8446-c5e6b12fcf40.png?v=1736273054,,,,,,,,,,,,,,
2025 Head of the Snake Planner & Journal,2025 Head of the Snake Planner & Journal,,Books,Education,Active,True,https://www.lotuswei.com/products/head-of-the-snake-planner-journal,all,"education, elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/6_3325939c-411a-4b48-9c9f-769a2110ccec.png?v=1736273054,,,,,,,,,,,,,,
2025 Head of the Snake Planner & Journal,2025 Head of the Snake Planner & Journal,,Books,Education,Active,True,https://www.lotuswei.com/products/head-of-the-snake-planner-journal,all,"education, elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/7_eeafed61-cdb6-402d-a70d-55a30dc2a1fa.png?v=1736273054,,,,,,,,,,,,,,
2025 Head of the Snake Planner & Journal,2025 Head of the Snake Planner & Journal,,Books,Education,Active,True,https://www.lotuswei.com/products/head-of-the-snake-planner-journal,all,"education, elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/8_c2860771-25a4-48d7-83a9-4449ac5a9ac6.png?v=1736273054,,,,,,,,,,,,,,
2025 Head of the Snake Planner & Journal,2025 Head of the Snake Planner & Journal,,Books,Education,Active,True,https://www.lotuswei.com/products/head-of-the-snake-planner-journal,all,"education, elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/9_a28b5f40-282e-4777-8c22-d202c6b318dc.png?v=1736273054,,,,,,,,,,,,,,
2025 Head of the Snake Planner & Journal,2025 Head of the Snake Planner & Journal,,Books,Education,Active,True,https://www.lotuswei.com/products/head-of-the-snake-planner-journal,all,"education, elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/10_06f30d05-4372-422a-807e-8543502752ab.png?v=1736273013,,,,,,,,,,,,,,
2025 Head of the Snake Planner & Journal,2025 Head of the Snake Planner & Journal,,Books,Education,Active,True,https://www.lotuswei.com/products/head-of-the-snake-planner-journal,all,"education, elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/11_4e7b9fb7-61d8-4bfe-ba93-57c9a82990d2.png?v=1736273013,,,,,,,,,,,,,,
Red Penstemon Flower Elixir,Red Penstemon Flower Elixir,"The fiery Red Penstemon helps us alchemize our anger to burn up hidden discord, misalignment or disharmony within us. We allow anger to move like waves of fire through our system and be discharged more efficiently from our energy channels. Rather than exploding outwardly or imploding in self-punishment, we can use our anger for purification, righteous action and to fuel our spiritual endeavors.",,SEARCHANISE_IGNORE,Active,True,https://www.lotuswei.com/products/red-penstemon-flower-elixir,,"elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/RedPenstemon-Elixir_flowers.png?v=1737767034,,Title,,$45,,,"Enjoy 5 drops, 5 times each day, sublingually or added to beverages. Or, put a dropperful in your water bottle each morning and drink throughout the day, until the bottle is finished.","Purified water (Aqua), Ethically-Sourced Honey, *Vitis vinifera (grape) alcohol, Penstemon barbatus (Red Penstemon) flower essence, Achillea millefolium (Yarrow) flower essence and Nelumba nucifera (Lotus) flower essence.
*Certified Organic","red_penstemon_2_500_x_500.png, Yarrow-500x500_0d005a01-aff3-46ae-826a-8513445baf7d.png, Pink_Lotus-500x500_0806ddce-005a-411a-a09d-968dca40a8bd.png","[""Red Penstemon"",""White Yarrow"",""Pink Lotus""]","[""Righteous Action"",""Vitality"",""Wisdom""]","Hello, flower lover! This link is exclusively for Flowerevolution members subscribed in March 2025. 

If you're not part of the program, please avoid using this link. Should you have any questions, feel free to reach out to us at flowerevolution@lotuswei.com – we're happy to assist you!",,Customer Reviews Be the first to write a review Write a review 0% (0) 0% (0) 0% (0) 0% (0) 0% (0)
Moringa Flower Elixir,Moringa Flower Elixir,"The Moringa Flower awakens fearless devotion to vision and reclamation of what's yours. Rather than ignoring your inner voice, sidestepping your needs, and operating on autopilot – deepen into intentionality and meaning. Indulge in rest for stillness, insights and a gathering of resources. Pause to realign yourself with your greatest potential and prepare for it. Turn up the volume on discernment, clarity of intention and your thriving vision.",,SEARCHANISE_IGNORE,Active,True,https://www.lotuswei.com/products/moringa-flower-elixir,,"elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/MoringaFlower-Elixir_flowers.png?v=1737767034,,Title,,$45,,,"Enjoy 5 drops, 5 times each day, sublingually or added to beverages. Or, put a dropperful in your water bottle each morning and drink throughout the day, until the bottle is finished.","Purified water (Aqua), Ethically-Sourced Honey, *Vitis vinifera (grape) alcohol, Moringa oleifera (Moringa) flower essence, Achillea millefolium (Yarrow) flower essence and Nelumba nucifera (Lotus) flower essence.
*Certified Organic","moringa_500_x_500.png, Yarrow-500x500_0d005a01-aff3-46ae-826a-8513445baf7d.png, Pink_Lotus-500x500_0806ddce-005a-411a-a09d-968dca40a8bd.png","[""Moringa Flower"",""White Yarrow"",""Pink Lotus""]","[""Fearless Devotion"",""Vitality"",""Wisdom""]","Hello, flower lover! This link is exclusively for Flowerevolution members subscribed in May 2025. 

If you're not part of the program, please avoid using this link. Should you have any questions, feel free to reach out to us at flowerevolution@lotuswei.com – we're happy to assist you!",,Customer Reviews Be the first to write a review Write a review 0% (0) 0% (0) 0% (0) 0% (0) 0% (0)
Orange Prickly Pear Flower Elixir,Orange Prickly Pear Flower Elixir,"The Orange Prickly Pear Flower helps us thrive within groups and complex networks of understanding. It dissolves inefficiencies and stagnancy, and helps us channel a higher intensity of output, structure and synergy. We can kick it up a notch without getting burnt out; it amplifies efficiency within our personal energy systems, and gives us the ability to thrive within complexity.",,SEARCHANISE_IGNORE,Active,True,https://www.lotuswei.com/products/orange-prickly-pear-flower-elixir,,"elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/OrangePricklyPear-Elixir_Flowers.png?v=1737767034,,Title,,$45,,,"Enjoy 5 drops, 5 times each day, sublingually or added to beverages. Or, put a dropperful in your water bottle each morning and drink throughout the day, until the bottle is finished.","Purified water (Aqua), Ethically-Sourced Honey, *Vitis vinifera (grape) alcohol, Opuntia lindheimeri (Orange Prickly Pear) flower essence, Achillea millefolium (Yarrow) flower essence and Nelumba nucifera (Lotus) flower essence.
*Certified Organic","orange_prickly_500_x_500.png, Yarrow-500x500_0d005a01-aff3-46ae-826a-8513445baf7d.png, Pink_Lotus-500x500_0806ddce-005a-411a-a09d-968dca40a8bd.png","[""Orang Prickly Pear"",""White Yarrow"",""Pink Lotus""]","[""Synergy"",""Vitality"",""Wisdom""]","Hello, flower lover! This link is exclusively for Flowerevolution members subscribed in July 2025. 

If you're not part of the program, please avoid using this link. Should you have any questions, feel free to reach out to us at flowerevolution@lotuswei.com – we're happy to assist you!",,Customer Reviews Be the first to write a review Write a review 0% (0) 0% (0) 0% (0) 0% (0) 0% (0)
Yellow Prickly Pear Flower Elixir,Yellow Prickly Pear Flower Elixir,"Yellow Prickly Pear Flower helps us dissolve attachment to loved ones that can cause our bodies to hold on to excess weight. We release struggle and the tendency to store the burdens of others in our energy fields and bodies. Free to release excess fluid and inflammation, we experience a gentle cleanse of the reproductive organs and the midsection of the body. We feel a sense of relief, weightlessness and freedom to have our own experience of life.",,SEARCHANISE_IGNORE,Active,True,https://www.lotuswei.com/products/yellow-prickly-pear-flower-elixir,,"elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/Yellow_Prickly_Pear-Elixir_Flowers.png?v=1737767034,,Title,,$45,,,"Enjoy 5 drops, 5 times each day, sublingually or added to beverages. Or, put a dropperful in your water bottle each morning and drink throughout the day, until the bottle is finished.","Purified water (Aqua), Ethically-Sourced Honey, *Vitis vinifera (grape) alcohol, Opuntia lindheimeri (Yellow Prickly Pear) flower essence, Achillea millefolium (Yarrow) flower essence and Nelumba nucifera (Lotus) flower essence.
*Certified Organic","yellow_prickly_500_x_500.png, Yarrow-500x500_0d005a01-aff3-46ae-826a-8513445baf7d.png, Pink_Lotus-500x500_0806ddce-005a-411a-a09d-968dca40a8bd.png","[""Yellow Prickly Pear"",""White Yarrow"",""Pink Lotus""]","[""Weightlessness"",""Vitality"",""Wisdom""]","Hello, flower lover! This link is exclusively for Flowerevolution members subscribed in April 2025. 

If you're not part of the program, please avoid using this link. Should you have any questions, feel free to reach out to us at flowerevolution@lotuswei.com – we're happy to assist you!",,"Customer Reviews Based on 1 review Write a review 100% (1) 0% (0) 0% (0) 0% (0) 0% (0) V Vanessa A complete metamorphosis! I've been using lotuswei flowers for a few years now. Three stand out as profoundly life changing. This one instantly has become the most powerful one I've taken. For a few years I've felt very heavy and leaden. This has literally made me weightless in so many ways. I've been cleaning out my house, every nook and cranny i can get my hands on! Within a week I have released countless garbage bags worth of STUFF and in the past week I've noticed that my midsection is also going down. I now feel so empowered in ways that I don't know if I ever have. I seriously needed this! 🥹💕 PLEASE, make this essence one that you keep in stock! This one cannot just be a limited time offering. PLEASE! Begging you! So amazing, Vanessa! I’ll pass your feedback along & see what we can do. Often times flowers like these end up as a part of a blend. We'd love to hear about the other two stand-outs, too! Thank you for sharing. ❤️"
